,JwMarriot_reviews,Sentiments
208,one great weekend beautiful property nice give early checkin thanks sahil requested room floor got told later would change nobody contacted little attention would better however room good beautiful pool sea view lunch breakfast lotus cafe buffet spread lavish went coffee executive lounge pm surprised see cocktails served early came got excellent service hotel lot facilities due short stay used swimming pool open till late evening worth staying,1
209,far one best hotel ever life curated single details wonderful organised staff breakfast incredible atmosphere favourite part mumbai sure back,1
210,pros staff pleasant bend backwards please saved day otherwise property dated shrinavas kindly upgraded us executive sea view room birthday guest services also arranged cake sweet hotel keen look guests quick rectify bad experience café abishek basu executive chef got touch us arranged special birthday meal restaurant gesture goodwill honest would overlooked matter feedback forms given us breakfast fill demonstrates customer service paramount importance hotel spent time away hotel,1
211,wonderful hotel wonderful facilities wonderful staff hesitation recommending hotel visiting mumbai room service impeccable along towel animals recommend pay little extra use club facilities floor,1
212,great stay jw marriott juhu service impeccable constantly amazed attentive kind genuinely thoughtful staff members room nice beautiful partial ocean view comfortable bed swimming pool area huge walk around beautiful special shout came across stay sweet lady executive lounge named ananot sure get rightwho made sure well taken care every evening lounged visiting quan spa one best decisions ive made welcomed kind attentive lady named teepy reception gave good recommendations fantastic massage done rupesh needed unwind experience spa,1
213,first visit mumbai staying jw marriot juhu stay eight days service received excellent entire stay every staff member acknowledged polite helpful really made feel home stay excellent customer service staff dining room breakfast greeted akshay friendly smile would ask previous day would today showed genuine interest gave suggestions ritesh staff always made food topnotch kudos chefs sangita front desk fantastic giving recommendations go gomumbai interesting place kuschel front gate never missed namasta prim,1
214,week long fantastic stay jw last week october going early november landing late night london hashmeet made checkin process super fast gave us great room overlooking ocean pampered throughout stay pritpal team restaurants stomach problems ate one meals outside hotel went way give us alternative menu light food options time called room service poolside area beach fantastic executive lounge team sahil anil made sure wine glasses perpetually full quite crowded made sure seated within minutes entering really nice break us hotel staff great job,1
215,fabulous location hotel juhu beach staff absolutely amazing especially one member sangita made stay wonderful proactive breakfast choices unbelievable recommend,1
216,thorough enjoyed stay service quality impeccable visited lotus cafe many times cheers staff gurvinder nikhil mohsin went way truly amazing service choice food one recommendation breakfast buffet choice local seasonal fruits apart truly enjoyed stay thank gurvinder nikhil mohsin,1
217,celebrated sons birthday hospitality excellent rohit karishma marriott team made son feel special brunch lotus cafedinner mezzo mezzo extremely courteous staff,1
218,hotel facilities would expect star property excluding working inroom safe basic management professionalism inhouse security upon returning room evening discovered room entered used bathroom facilities used flushed doors left wide open lights black house keeping key card electric operator door talk leaving evidence behind despite constant request attain report regarding unauthorised entry usage director rooms upon checkout days requesting presented word document listing security footage times insisting room entered seconds signed title,1
219,first minutes upon entering struck cold unwelcoming impersonal staff come two bonvoy properties india warm hospitality full abundance quite shocking notice place rather worn need good refresh comes hallway carpets etc room small clean comfortable gym nice pool area generally hotels website says something sandy beach along arabian sea technically large metal gate electric wire hotel permitted day time hours understand security concerns picturing mexicotype beach place,1
220,hotel nice clean great service breakfast buffet offered wide variety foods pool area well kept clean landscaping outside nice offered seating lawn relaxation,1
221,great evening experience us cafe noel particular looked us well felt us feel special thanks spread fantastic hats chef look forward,1
222,hotel beautiful clean conveniences staff wonderful rooms big beds comfortable breakfast buffet everything definitely bring appetite dont something ask may make spa nice relaxing got min message hot stones sachin rao wonderful dont usually get message men made feel comfortable professional fitness area one largest everything workout really enjoyed stay,1
223,good location provides best quality food restaurants staff courteous nothing much hospitable reception staff also efficient club lounges provide mixed variety snacks fresh fruit,1
224,stayed jw marriott juhu nights starting october trip celebrate anniversary second stay property year hotel location beat hotel beautiful however hotel recognize appreciate guests bonvoy members titanium members agent checked us mentioned twice dismissive manner stay using points found demeaning room small bathroom tiny agent also mentioned get many celebrities quite busy though year service hotel meet standards five star hotel fact bordering rude housekeeping staff fantastic job,1
225,couldnt recommend hotel enough rooms modern clean breakfast dinner buffet delicious high quality food great selection bonus live instrumental players breakfast food thai restaurant dashanzi delicious given free cocktails desert service brilliant concierges house keeping restaurant staff kind helpful big thanks looks salon fitting us last minute hair done definitely staying every time im mumbai,1
226,amazing first time hotel much less india found room comfortable calm view arabian sea lovely lotus cafe heavenly truly enjoyed indian cuisine section lost count many delicious portions ate service expeditiously given grace long day touring city ordered massage downstairs spa needed unwind comfort calm stated hotel offers ultimate degree anyone rates property less needs reality check go another hotel give false complaints compensation incredible india,1
227,stayed conference rooms booked thru bonvoy website room picked one lounge access arrived hotel spent minutes waiting checkin counter somebody check us person finally checked us apologetic saving grace check experience room tiny especially considering wed picked higher tier room rooms clean bathroom complaints rooms hotel would sea view lounge good staff courteous food decent selection quality view though amazing overlooks arabian sea gym hotel well equipped trainers available,1
228,hotel seriously superblovelywonderful maintained per international standardsbeing travel agent booked hotels worldwide well understand standards class hotels hotel beyond expectationscame family wife birthday october everything perfect bb room cleanliness lovely reception staff house keeping guys pool guy ladies gave access toddler room everything perfect guest service lady ms sangita made day lovely cake flowersthank sangita highly professional regards zakir hussain syed,1
229,wife overnighted j w marriott juhu october october appeared staff attrition continued establishment departments including front desk especially lotus restaurant resulted considerable lapse service previously indicated prechecked guests still experiences considerable delays getting room keys compared guests use precheck moreover recognition ambassador status check along requisite perks almost disappeared perhaps might due normal flow bonvoy preferred guests checking particular hotel though valid excuse marriott property friendly,1
230,emanation heart genuine hospitality cannot described immediately felt puts strangers ease short note say special thanks enjoyable stay resort oct felt important highlight wonderful service assistance offered staff guest relationship team exceptional pleasure enjoying wonderful time embraced warm hospitality hotel j w marriott mumbai juhu pleased charming atmosphere hotel hearty starting breakfast morning reasonable selection hot cold items always readily expected delicious dishes lunch memories true treasure world,1
231,coming jw marriott since always exceeded expectations continues lifetime titanium elite member happened birthday year march pleasantly surprised group marriott employees showed door cake balloons sangwished happy birthday made day time rooms spacious comfortable well kept ocean view suite worth paying extra enjoying breathtaking sunsets juhu beach love lotus cafe many restaurants site wife kids thoroughly enjoyed restaurants checked excellent cuisine chefs onsite bakery spa amenities great additions,1
232,room size exceeded expectations stayed city similar price range rooms pretty small room well equipped bed comfortable breakfast delicious sumptuous variety buffet definitely come stay,1
233,first ms rashmi helped lot stay friendly humble always met needs made stay satisfied dissapointing experience transportation airport driver asked tips whole drive gave rest idr showed disgusting face forgot name trained well jw brand,1
234,right beach beautiful property juhu loved stay cafe great well breakfast live counter lot options cherry cake almost rooms sea facing,1
235,best hotel good ambiance food staff behavior good especially food quality taste awesome good view hotel well decorated constructed buffet awesome,1
236,excellent fb service mr ritesh concierge service mr noor great reception desk service well also great communication hotel services restaurant pool area given upgrade included executive lounge treat thank j w marriott juhu superb,1
237,love hotel come every single year far airport good thing closer bandra fancy good restaurants hotel grand literally large buffet area food amazing,1
238,jw marriott juhu must whether entire trip simple transit must ensure included itinerary team including general manager sharad alongside special mention chefs alok tanmesh also make stay extra special every visit makes entire stay special every aspect hotel credit staff hospitable,1
239,weve stayed lot luxury hotels trip one everything worked staff amazing friendly cannot enough loved huge pool relaxing day much touring definitely recommended hotel friends given upgrade included executive lounge wow say high tea drinks canapés evening treat thank j w marriott juhu superb,1
240,thank lovely staff jw marriott juhu mumbai making stay super comfortable memorable wonder favourite property time visit gets better thank akshay always taking care us keep returning jw marriott juhu gloria fantastic happily engaged kids relaxed lounge food delicious thanks chef ajay anil divine roomshotel delicious food spectacular staff well taken care must anyone visiting mumbai,1
241,stayed several occasions reason best mumbai opinion location great service next none executive lounge pleasure general clientele high standard hotel never disappoints shall return,1
242,great hotel right next juhu beach high rise great location next local designers shopping area wonderful staff nice service happy stayed always staying,1
243,though explored quite star properties mumbai location staff juhu marriott simply outstanding wish mention monica took care needs tried every possible thing make daughters bday special firstly upgraded room amazing view arranged pizza making session kid thoroughly enjoyed evening dinner melodious piano tunes south lotus cafe one coveted breakfast points juhu lived hype live performance tabla music maestros made entire environment hypnotic amazing hospitality complete awe,1
244,come back hotel whenever im mumbai possibly favourite hotel stay staff outstanding helpful service league food outstanding rooms great cant recommend better hotel,1
245,first time stay jw marriottjuhu exceptionalthe front office staff polite especially tinku much humble always smile face really impressed us lot food saffron mind blowing long time tasty food coming housekeeping room maintenance good exceptional staff much less span time would like thank abhijeet made paper parrot rabbits year old daughter time front us first time hotel stays around globe housekeeping team impressed us using paper art instead towel art new us would like thank zeenat tinku,1
246,seldomly visit lounge gets completely right food view staff fellow loungers understand point enjoy good fortune life eat make new friends drain cocktail hour goes four hours happiest lounge ever everyone truly interested enjoying committed silent white folk austerity silence multicultural generational group tends devotees particular property mumbai someone stayed times completely understand devotion bollywood producers drunken overtanned british ladies airline crews generally awesome people congregate cocktail hour enjoy life make new friends,1
247,spent nights hotel staff friendly helpful sangita guest services contact really looked needs made anniversary special occasion al la carte dinner lotus cafe wonderful delicious food great service,1
248,hotel extra special location people work nothing much trouble team work guest relations concierge reception restaurant spa housekeeping every single person came across willingly went extra mile make feel like home away home thats staying every year since dont stay anywhere else,1
249,old saying goes comes hotel tradeand fine hotel stooped zero level within yearthe staff espthe accts admin staff really made understand termsof payments credit cardspre auths taken etc stupidity reason knowledge made teamleader miss flight due delay concern aware situation knowledgereported gm bothered anyway never repeat hotel,2
250,go solid buffet breakfast really worth opens hot items time ready go mix indian continental worth attendants helping hit miss though,1
251,stay working like visiting family lovely hotel issues staff jump sort wonderful position beach personal level would like thank rohit jd amensahil anil noor cafe chefs staff work hard food delicious found better home home susy,1
252,hotel best marriott hotel stayed check check every staff member greets smiling face makes feel valued great time dining breakfast area mr satish mrgurvinder left stone unturned make feel home recommend jw marriott juhu travelers looking hotel comfort home,1
253,beautiful property facing sea excellent view airport low flying planes watch landing rooms spacious excellent view conference halls massive beautiful food provided buffet good swimming pool one finest jacuzzi built pool gym also excellent lounge also superb,1
254,property strategically located juhu beach ambience inside hotel upto mark front desk side plain view layout confusing restaurant meeting hall location laid properly enough signage guide room good clean view room good windows gallery enjoy sea breeze toilets lobby near meeting hall water faucets basic necessity indians using facilities overall five star experience,1
255,stay comfortable usually visit india every months stay jw marriott juhu jidnyasa helped connecting regular members day work nothing willingness offer attend bar event made feel hotel would stay eveytime visit india able attend events work thanks,1
256,part package going mumbai staying favourite hotel jw marriott juhu whole vibe place makes want come back jw juhu lotus café buzz whether superb breakfast cakes tea time buffet dinner cannot go wrong chef alok along entire team always look well executive chef himanshu leads brigade pride hotel excels every time comes food culinary desires noor concierge professional consistent always ready help assist guest needs noor team go way organise transport luggage travel plans requests right time,1
257,husband stayed jw marriott juhu nights easy comfortable stay service outstanding jidnyasa asst customer service manager front house team including concierge provided outstanding service breakfast area comfortably busy well managed service outstanding staff would highly recommend stay,1
258,recent visit jw marriott juhu stay really fabulous great time superb ambience hospitality would like specially thank msjidnyasa took care room checkin stay really profession manner extreme happy service provided available calls assistance regarding checkin also would thank mrpritpal sahil taneja mszeenat even ambience lotus cafe mezo mezzo really good looking forward stay frequently property usual,1
259,exceptional hospitality jw marriott stay mumbai special call yasmin arfa guest relations executive hospitality exceptional customer care checkin checkout stay yasmin took extra care make sure everything place make stay comfortable,1
260,location nicely located juhu beach facilities clean food great special shoutout ms yasmin arfa went beyond acceding requests unlike others went book response via whatsapp extremely prompt felt comfortable stressfree stay,1
261,felt like home coming jw marriott juhu perfect arrangements could ask thanks ms rashmi trivedi took care minute details make stay joyful comfortable kudos courteous staff,1
262,hotel one favourite hotels worldit best amenities including fantastic selection restaurants wonderful spa gym great executive lounge spectacular views arabian sea service provided staff second none always greeted warm smiles excellent hospitality managers cleaners always looking forward next visit,1
263,mr pravin yadav spa co operative executive pool spa gym nicely operated himthanks efforts hotel staff also co operative property pool side also amazing,1
264,dhiraj colleagues make exceptional hotel warm friendly exceptionally knowledgeable areas highly reccomend hotel great beach location bars restaurants superb also nearby bars restaurants,1
265,stayed hotel first time visiting india freinds holiday started really good staff freindly excellent breakfast morning excllent freinds amazed variety food provided,1
266,spending days goa family last nights india concluded mumbai excellent stay jw marriot juhu hotel conveniently located near airport means avoid congestion typical mumbai traffic ideal practical short stay hotel location juhu beach area lively entertaining buzzing people kinds vendors stalls shops local amenities provide need stones throw away hotel absolutely beautiful property grand modern feel open airy lobby stylish decor design complimented several impressive art works well known artists excellent options restaurants hotel,1
267,wife jw marriott mumbai juhu location september great time hotel beach view hotel amazing one thing worth mentioning thorough professionalism followup mr luis gomes associate guest services forgotten backpack ids required air travel left airport checkout taxi arranged hotel left taxi way contact driver dropped us airport called hotel mr gomes helped us contacting driver making sure send back airport deliver backpack back us made air travel possible appreciate thank mr gomess work went beyond,1
268,ladies gentlemen stay jw marriott juhu nothing short utter bliss dedication commitment entire staff premium hotel takes care guests simply incredible right moment checked reception till adieu greeted mr abhishek mr pascoal assistant front desk managers charming welcoming smile gentlemen really ensured process checkingin gone seamlessly moment entered oceanview room mesmerized breathtaking view ocean rooms observed arranged one gets clear wide view ocean glass room amenities needless say especially loved ambiance,1
269,loved hotel firat time mumbai wasnt sure stay glad picked hotel safe secure clean modern updated right beach beautiful view great breakfast buffet lots options including great stuff westerners like chef even introduced gave us great tips selecting restaraunts shops complex buy deserts tea icecream snacks rugs jewelry books souvenirs absolutely loved place south mumbai near sites honestly easy get concierge hooked us awesome tour car tour guide good price loved place,1
270,interior hotel luxurious ignore outside rooms comfortable real complaint noise corridors late morning food buffet restaurant great breakfast italian restaurant great traditional pizza location wise great mins airport certainly return next visit,1
271,excellent lounge servicefriendly staff gloria great food great service takes good care excellent room servicehouse keeping staff takes great care comfort heavy monsoon papers shoes completely wet staff took great care drying absence,1
272,travel days work mumbai marriott juhu one finest hospitality professional well trained staff lounge finest chefs incl alok every restaurant including lotus cafe,1
273,right pick till check every experience marriott juhu given us top reached hotel around still given room early check without additional cost front office kind enough give daughter cute welcome gift also upgraded premier room abhishek accommodation manager gesture evening cherry cake complimentary access executive lounge package room proved useful allows access tea coffee snacks happy hour drinks room amenities excellent also used swimming pool perfect location also given cake celebrate husbands birthday another,1
274,apart yearly trip february found jw mariott juhu year july unexpected situation unplanned visit touched genuine warmth concern shown much familiar us personnel 🔅in context first name would like give many thanks satish rajak lotus cafe made sure always comfortable service loyalty marriott commitment job outstanding applaudable 🔅also many thanks gaurav batra front desk manager delighted see back juhu marriott gaurav also goes way attend needs guests 🔅chef alok verma warmth friendliness always adds pleasure stays skilled chef,1
275,first time mumbai chose jw juhu property seemed best location facilities 😊 pleased experience upgraded ocean view suite due status marriott bonvoy lovely chefs executive lounge well excellent service front monika abishek went extra mile 😊🙌🏻,1
276,stayed jw marriott juhu first time business visit nights bombay reached late night around pm front desk service good allocating room inroom dining something changed mindset property coz next day around came post event ordered food salad stinking hence didnt ordered anything skipped dinner honestly next day morning really apologetic really treated well thanks guest relations team yup experience went toss,1
277,stayed jw marriott juhu first time business visit bombay hotel isnt far airport given traffic need budget fair bit time way raining morning took almost hour half get airport hotel lobby fairly large looks sea arrived late evening therefore issues getting room room fairly standard nothing stood size decent decor fairly plain lacked charm warmth king bed comfortable airconditioning controls actually worked sort functional work desk chair really suited long hours work mandatory flatscreen tv,1
278,great service friendly place staff every ready help ishaan company customer service oriented certainly stay one best views arabian sea hotel suite thank guys,1
279,jw marriott made short holiday mumbai extremely pleasant experience hotel good location comfortable room great view staff perfect friendly helpful,1
280,japanese chinese follow english hotel convenient travelers beside airport got great experience hotel visited mumbai airplane delayed two hours arrived mumbai hotel concierge arranged car pickup skillfully help checked smoothly furthermore room clean nice view breakfast also delicious 空港の近くにあるとても便利なホテル。また、とても素晴らしい経験を体験した。、コンシェルジュは手際よく迎えの車を用意してくれた。またチェックインもスムーズだった。その上、綺麗な部屋と良い景色で申し分なかった。朝ごはんも優雅に堪能できた。 一个靠近机场的高级宾馆。我在这里享受了很好的顾客体验。因为我的航班误点，，但宾馆的接待人员还是很麻利的派了专车来接我。而且入住手续也很利索。整洁的房间和美丽的景色帮我解除了旅途的劳累。早餐也很不错，这里是一家比较推荐的宾馆,1
281,excellent service bijay sanjay also good nature behaviour recommended upgrade job dedicatedly event goes good also md present whole day observed discussed,1
282,colleagues visited jw marriott mumbai juhu recently impressed hotel food friendly staff radhika particular incredibly professional courteous really made stay special really appreciated support definitely visit mumbai thank,1
283,hotel jain paryushan going thought get typical paryushan jain food may difficult surprise served tastely pure jain food delightedly prefer odd number room probably sea view,1
284,stay jw mariott amazing property mumbai always second home family service staff prestigious property always top notch hospitality gratitude extended us stay made trip indeed memorable one staff courteous would like take opportunity thank service generosity service food lotus cafe inroom dinning excellent chef tanmesh chef alok chef amit chef nakul chef rahul executive lounge chef ajay executive lounge satish lotus cafe akshay lotus cafe joseph inroom dining michael manager housekeeping nandu housekeeping anil executive lounge das alex executive lounge,1
285,come business really enjoy every bit hotel room fancy food good stuff good super friendly also near good restaurants also business better choose hotel enjoy city super super crowded advise stay enjoy hotel,1
286,stay hotel superb amazing customer service conference days stay somehow luggage trolley little defective travel via airport bell desk get broken checkout still hours go flight provided luggage cloakroom specifically mentioned issue take care luggage bell boy ms zeenat front desk heard conversation requested hotel help fix trolley bag immediately called fix issue within hrs done helped ease travel many stars provide many different services small gestures always remembered customer service,1
287,first corporate traveler spending months international travel every year travel india stayed several jw properties india including chandigarh delhi aerocity bangalore kolkata stay disappointing multiple levels beginning end read somewhere note hotel executive saying us hotel endeavor ensure every guest feels welcomed received service friendly attentive timely say staff must deeper issue hand experienced many problems including picked airport assigned room end long hall although,1
288,entire staff jw mariott courteous coordial hospitality extended family beyond words memorable experience would rate hospitality big thank team,1
289,whenever travel mumbai business preffered place stay jw juhu loved everything property including support staff specially mention alok chef really took great care made feel home would luv stay future business trips,1
290,really loved property facilities location liked overall ambience breakfast excellent hospitality offered superb sea view room especially early morning hours best part club marriott member really appreciate friendly welcome front desk staff rashmi tarun,1
291,great location views arabian sea well laid gardens excellent ambiance food service wife birthday relationship manager yasmin attended every need made occasion memorable one,1
292,club marriott member stay jw year location hotel really good great views sea juhu beach stayed one night great experience usual upgraded base category suite ocean view suite suite quite spacious living room large massive window looking sea rooms wellequipped amenities toiletries maintenance upkeep hotel great amply reflected rooms well buffet lotus cafe quite expansive mix multiple cuisines gives ample choice general service levels front desk restaurants high,1
293,wish words describe hospitality team marriott best compliment goes team leader gm sunil fleet amazing colleagues anyone wants hold marraige function event please make sure head jw marriott juhu food impeccable service chefs amazing chefs really looked minute details,1
294,took day one night stay birthday wanted club marriott member since years visit hotel often visit lotus cafe often stayed first time staff helpful warm clean room stunning property facing sky ocean security people front desk pool spa one best staff love pampering well trained love jw marriott juhu lot amit,1
295,right totally regret reserved phone take request connecting rooms subject availability important priority okay understanding availability scenario usually process followed hotels checking im told category rooms booked connecting rooms hour check request change category connecting rooms informed hotel full also informed request connecting rooms recorded first place thisthe noise outside like trucks engine shows signs abating reported staff says check,1
296,stayed property around days end feel like leaving access executive lounge took stay already wonderful hotel another level staff gloria sahil ajay zion anil lydia alex whose names escape memory incredible hard workers go extra mile ensure every needs guests met stay made memorable food chefs make help people desk provides incredible job given chance would surely come back incredible staff executive lounge,1
297,staying juhu jw marriott comfortable relaxing enjoyable staff customer service excellent days stay special thanks head chef mr alok professional friendly gave personal attention mums healthy vegetarian needs enjoyed personalised attention given us best time family,1
298,stayed couple nights loved nice rooms staff something would come back right reception staff clean room extremely nice went bar reflection one evening enjoyed shim bartender made great cocktails sheer passion saw make cocktails made order great asset hotel overall nice stay definitely stay mumbai,1
299,hotel located juhu beach amazing view beach staff helpful courteous food awesome breakfast buffet huge wonderful conveniently located around lot good restaurants shopping easy find transport hotel,1
300,stay mainly booked get away mumbai city rush relaxing day jwm received excellent service personalised attention various hotel managers reception spa lotus restaurant staff proactive courteous although experience dinner wasnt quite satisfactory,1
301,mumbai monsoon rains hotel staff managment excellent spa rooms restaurants cafe good walk beach early experienced rain shores indian ocean gym excellent chef amit alok head chef reception rashmi team managers rohit shabaz waiters responsible ensured knew hotel residents preferences vegans please know needs taken care request managment prior relax happy,1
302,would like begin review particular staff member jw marriot gloria executive lounge heartwarming beautiful person knowledgeable caring made stay jw wonderful family looked forward seeing every single day without trip would smart able converse guests positively believe jw marriot given high enough position gloria young driven exactly jw marriot juhu needs,1
303,probably one best hotels ive stayed nevermind checkin took long manager made family rooms superb service impeccable two issues pool first pool huge good thing faced beach slightly unpleasant smell second fairly public walk pool youd hope would little private away welldressed patrons walking around hotel im ever looking hotel near airportbeach questions im staying,1
304,say awesome excellent fantastic stay booked grand ocean suit upgraded us presidencial suit free cost loved gesture hotel staff mr shahbaz kamal executive lounge spread excellent yummy service staff lounge helpful polite around hotel staff courteous clean hotel breakfast spread awesome food delicious good words describe presidential suit awesome ocean view spacious comfortable room dining food good overall fantastic stay second stay j w marriot surely visit,1
305,rare come across experience blows mind remains one memorable one ever stay jw marriott juhu experience forgetting long long time right reasons moment checked amen front desk made sure well taken care check rashmi absolutely brilliant wasnt single area could improved team pool housekeeping experience restaurant mezzo mezzo sure best experience ever big well done team focused delighting customers may sharing best practices properties could definitely learn tip two,1
306,must really work hard training staff customer service superb consistent throughout great breakfast lunch restaurant ec really outstanding dinner internet good highly recommended,1
307,bonvoy gold member honestly every time visit jw juhu noticed buffet restaurant staffs long face grumpy least attentive customer yes smile laugh chat among joining buffet unwelcoming jw marriott juhu suppose dont feel need serve must tone top really makes think drop bonvoy membership join someone else,1
308,stayed jw juhu july end thru august hotel ambience amazing given monsoon season doubts experience would like fortunately time checked elite member check one thing stood customer service jw work lot family always taken care gaurav rashmi entire front desk concierge staff especially noor awesome extremely caring family four rooms knew us last name constantly greeting us ensuring taken care went beyond ensure comfortable took care needs including arranging medicines pharmacy even getting new,1
309,stayed part work airline crew hotel like palace many ways stay even go give credit wonderful staff especially kevin pankaj work lobby restaurant nice polite,1
310,well connected hotel comfortable room stay great food offerings especially breakfast well spread multiple cuisines located beach walkaway lead towards beach area around hotel kept clear otherwise beach would stepping floor non smoking room,1
311,hotels india staff kind always willing help anything took advantage laundry service grounds quite nice well maintained pool cleaned used even light rains good beach access walked south jetty miles believe observing cricket matches everywhere great fun watch north juhu around neighborhood temple total miles sight seeing food lotus restaurant good diverse representing multiple cultures breakfasts dinner bakery lunch dinner sold unique sandwiches recommend wonderful indian musicians played much,1
312,think ive perfect stay beautiful warm welcome every staff member hotel specially lady yasmin arfa never overwhelmed great hospitality,1
313,celebrated husbands birthday staying one night jw marriot juhu hospitality standards par excellence right checkin desk checkout concerned representative waiting receive u help us next step one feels wanted taken care hotel staff monica reception warm us escorted us right upto escalator along room key query attended promptly depts viz spa n restaurants call u make reservations best experience saffron restaurant chef sunil converted complain appreciation happy lukewarm food non butteted breads personally came desk changed dishes satisfaction,1
314,jw wonderful service extraordinary executive lounge offers great amounts delicious food wonderfully attentive service waiters chefs room third floor housekeeper nandu keeps room immaculate makes fabulous towel animals love professional demeanor hate checkout,1
315,travel lot india work always preferred stay juhu marriott mumbai property beautiful compare jws india location perfect right beach importantly staff beat hospitality get compared jws member staff excellent shabaz khan front desk manager gives warm welcome comfortable room make stay pleasant comfortable rashmi zeenat well chef alok verma great cook take special care dietary needs make sure cook anything ask lastly want thank executive loungue team hosting gloria team alex ronnie pradeep,1
316,entrance pool one best marriott family properties stayed largely due amazing service every single person encountered extremely well located easy access beach juhu tara shopping even short walk bandra despite arriving flight front desk staff gracially found room could check right away much needed nap every meal lotus cafe saffron delicious appreciated helpful suggestions staff rooms little bit dated small everything else stay,1
317,staying jw marriott juhu elevated visit mumbai personal professional service start finish picked us airport breakfast multiple live stations best breakfast ive hotel india luis concierge suggested several nice restaurants especially impressed seafood restaurant mahesh lunch room easily walking distance gaurav came find us executive lounge congratulate us extra successful business week mumbai overall wonderful experience thank,1
318,lured official photos wanted stay seaside away hustle bustle mumbais downtown stay feb unfortunately beach sea water dirty hotels fault beautiful looking swimming pool experience even disappointing exit building pool grounds met strong urine smell hundreds pigeons flying around bathing swimming pool servicewise disaster higher rank employees appealing service became started cold checkin second day stay saw suite rooms availability politely asked elite member upgrade would possible bored club lounge desk,2
319,fully enjoyed stay property last weekend thanks staff took care every small request tried everything possible make special us especially rashmi responsive took good care requirements location excellent property access juhu beach breakfast lotus cafe better managed especially weekends high rush restaurant manager mr patro chef open feedback hopefully improve upon small areas concern toddlers room needs improvement really liked live music played lotus cafe breakfast access executive lounge useful well,1
320,price could compete one best jw properties globally fantastic service never misses beat comfortable accommodations many properties executive lounge key experience arti shuchi entire team fantastic include even free breakfast wont disappointed breakfast vast delightful stay standout experience zeenath assigned ambassador made trip ensured room perfect upon checkin included quick room change avoid walk hallway used host prior smoking roomsand amazing precheck collaboration car service timing overall made experience notch better virtually,1
321,stayed days gorgeous hotel stunning gardens view sea staff welcoming friendly buffet breakfast fantastic would highly recommend omelette egg station ordering brought table service second none site cafe sandwich shop amazing smoked salmon avacado toasted rye bread side crisps nice coffee tea good,1
322,soon walk get feeling welcome hearth hotel beautiful decorated staff always looking whatever make stay enjoyable including always greeting smile namaste bit smoke smell hallways however smell penetrate inside nonsmoking room facilities state art including spa gym pool areas dining well buffet restaurant small cafe serves coffees pastries breakfast items sandwiches etc overall stay enjoyable would definitely back return mumbai,1
323,great amazing hotel nice location fantastic delicious breakfast traditional music helpful staff special mr anil beautiful ocean view golden sends beach amazing swimming pool really enjoy hotel,1
324,staying jw juhu weeks admit staff top notch absolutely loving experience thanks chef alok fom rashmi stellar job chef alok cooks amazing dinner meals night id come back hotel eat food highly recommended place,1
325,stayed days must say star hotel gets stars except initial hitch wherein room put best state fabulous stay property made shifting better higher grade room immediately front office staff hospitable obliging making stay ever pleasant staff lotus cafe ensured wonderful start every morning stay cheerful indulgent service make miss morning breakfast lotus cafe impressed affable charming mr gurbinder served also amiable hostess ms anjali chef mr amit kocharekar acceded request went way,1
326,recommend family stay location ideal shopping heart mumbai staff exceptionally attentive learn know food best hotel food ive ever,1
327,overall happy stay hotel stay hotel facilities great slight complaint time room right end corridor checkin seemed take forever,1
328,amazing experience jw marriott juhu mumbai greeted moment arrived within minutes room jignyasa manager front desk made stay extremely memorable understands customers hospitality industry travel many star hotels across world definitely one million extremely professional problem suitable solution must commended dedication definitely recommend hotel back soon,1
329,jw marriott name says brand quite brilliant one property mesmerising word luxury definitely justice hotel staff every corner courteous professional ive never seen even staff smiling everybody smiling face greetings special since ive failed find cons palace place ill start pros impeccable security checks entrance gate smooth security lobby entrance staff professional genuine warm greetings yummy welcome drink fast checkin process meet assist rooms big lovely quiet rooms upper floors swimming pool areas beach view amazing house restro,1
330,stayed recently business staff property amazing television aggravating always defaulted default marriott channel loud default remote worked poorly little frustration like watch news would prepare day food wonderful made fresh clean water ready every time returned room,1
331,excellent atmosphere helpful staff lovely breakfast would love even could enjoy sauna etc enough time front door staff friendly welcoming,1
332,well location near sea side everything nearby wanted holiday staff good food good thanks abhishek sahir helpfully surround good restorent side u need,1
333,right entering checking till check everything perfectly managed graceful courteous guest handling staff like mr rohit tiwari mr gaurav ms rashmi trivedi ms srushti ms snehal mr pascol fitness centre spa mr zahid neeraj mahesh ms karuna assistance helpful excellent keep,1
334,hotel fantastic room pool spa onsite restaurants stood excellent guest services two people went way us jindnyasa mahajan guest relations manager gave us personal phone number checked arranged cake wine room greet us arrived sachin padlekar restaurant manager overheard ask avocados breakfast buffet wasnt available arranged especially without even asking waiter served us drinks dashanzi replaced espresso martinis ordered complained taste every single staff member extremely courteous helpful id highly recommend mezzo mezzo italian,1
335,monika humble us helped us payment problem another girl named rashmishe rude well happy helping us queries,1
336,girlrashmi assist time check rude behavior dressed well upso thought educated poor cant afford hotel manners know affordable height thats gone jw marriott hotel monica calm enough humble helped usand assist us good manner,1
337,one amazing marriott properties stayed top keen call names two employees went way make trip super super special mszeenat bangi mrtinku gupta associates like actually help build brand even actual physical property clearly reason come back marriott properties great staff make sure continue invest right talent like two lovely examples ensure marriott brand high flying preferred brand surely recommend property thanks hope make visit soon,1
